Date,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees,Day,Month,Year
27-04-2013,14,10,6,11,3,-4,100,65,26,1012,1009,1006,31,11,5,37,14,50,6.1,5,Rain,17,27,4,2013
28-04-2013,8,5,2,1,-1,-4,75,63,46,1011,1009,1008,31,12,10,29,18,53,0,4,Rain,32,28,4,2013
29-04-2013,12,7,3,8,4,0,100,81,55,1011,1009,1007,31,11,7,32,19,63,1.02,5,Rain,38,29,4,2013
30-04-2013,14,10,6,7,4,3,93,72,51,1013,1011,1010,31,11,8,14,8,,1.02,4,Rain,32,30,4,2013
01-05-2013,15,11,6,9,7,4,100,80,40,1018,1016,1013,31,10,7,14,5,47,0,3,Rain,40,1,5,2013
02-05-2013,17,9,2,8,4,1,100,70,32,1021,1018,1017,31,12,10,14,6,,0,4,,357,2,5,2013
03-05-2013,20,12,4,6,4,2,87,59,28,1022,1019,1017,31,12,10,13,8,,0,2,,9,3,5,2013
04-05-2013,22,13,5,8,4,2,87,54,23,1022,1019,1016,31,13,10,13,6,,0,1,,33,4,5,2013
05-05-2013,24,14,5,7,4,1,81,48,18,1022,1020,1016,31,17,10,14,6,,0,1,,350,5,5,2013
06-05-2013,24,16,7,8,5,2,81,50,20,1023,1021,1017,31,19,10,34,11,53,0,1,Rain,279,6,5,2013
07-05-2013,24,19,13,10,8,6,72,50,31,1022,1020,1017,31,12,10,26,11,58,0,2,,210,7,5,2013
08-05-2013,25,20,15,12,9,3,77,49,25,1019,1017,1014,31,16,10,26,8,42,0,2,,221,8,5,2013
09-05-2013,25,19,13,12,11,7,82,59,30,1018,1016,1014,31,12,10,40,11,55,0,3,,252,9,5,2013
10-05-2013,25,19,13,12,9,6,82,56,25,1019,1018,1014,31,12,10,24,8,39,0,3,,287,10,5,2013
11-05-2013,25,17,9,9,5,-4,82,46,9,1020,1019,1015,31,12,10,23,6,26,0,1,,334,11,5,2013
12-05-2013,26,17,8,5,2,-2,71,38,10,1023,1020,1015,31,16,10,21,10,35,0,1,,9,12,5,2013
13-05-2013,27,18,8,11,5,1,71,42,12,1022,1019,1012,31,14,10,16,8,26,0,1,,269,13,5,2013
14-05-2013,24,19,14,13,11,5,82,67,35,1016,1011,1005,31,12,9,35,11,34,3.05,2,Rain-Thunderstorm,171,14,5,2013
15-05-2013,13,10,8,13,8,4,100,79,52,1007,1003,1001,31,11,10,21,10,32,0.51,4,Rain,108,15,5,2013
16-05-2013,15,9,3,6,2,-2,100,63,21,1006,1003,1000,31,12,10,35,10,40,0,2,Thunderstorm,269,16,5,2013
17-05-2013,11,9,7,7,5,2,93,75,54,1002,1000,999,31,10,6,26,16,53,6.1,5,Rain,234,17,5,2013
18-05-2013,14,10,6,7,4,1,93,71,31,1014,1007,1003,31,11,8,34,16,50,3.05,4,Rain,249,18,5,2013
19-05-2013,15,11,6,6,3,0,93,62,31,1018,1016,1014,31,11,10,24,13,37,0.76,2,Rain-Thunderstorm,244,19,5,2013
20-05-2013,17,9,2,7,4,0,100,74,26,1020,1018,1017,31,12,10,16,6,37,0.51,2,Rain,1,20,5,2013
21-05-2013,19,11,4,7,5,2,100,64,29,1021,1018,1016,31,12,10,26,10,45,0,2,,360,21,5,2013
22-05-2013,23,15,7,8,6,3,87,53,24,1020,1018,1015,31,12,10,34,11,37,0,2,,349,22,5,2013
23-05-2013,24,15,6,6,4,3,81,49,21,1020,1017,1013,31,20,10,24,11,40,0,1,,21,23,5,2013
24-05-2013,24,16,7,6,3,-4,76,45,9,1018,1016,1013,31,20,10,19,6,,0,1,,28,24,5,2013
25-05-2013,26,16,4,3,1,-3,81,38,10,1019,1017,1012,31,26,10,24,6,29,0,1,,75,25,5,2013
26-05-2013,25,17,8,11,6,0,77,54,28,1018,1015,1010,31,12,10,35,11,47,0.51,3,Rain,91,26,5,2013
27-05-2013,22,15,8,11,8,0,100,65,19,1013,1010,1008,31,12,7,29,10,60,1.02,2,Rain-Thunderstorm,192,27,5,2013
28-05-2013,20,16,12,7,3,-3,67,43,14,1013,1010,1009,31,12,10,34,16,50,0,3,,272,28,5,2013
29-05-2013,19,13,8,9,1,-3,93,45,16,1015,1013,1011,31,12,7,34,18,52,5.08,2,Rain,302,29,5,2013
30-05-2013,21,13,5,8,5,2,100,64,26,1020,1017,1014,31,11,9,21,6,37,4.06,3,Rain,3,30,5,2013
31-05-2013,20,13,6,7,4,0,93,53,21,1022,1020,1018,31,14,10,40,13,53,0,3,,14,31,5,2013
01-06-2013,24,16,8,6,4,2,76,45,16,1023,1021,1016,31,31,31,23,11,42,0,,,31,1,6,2013
02-06-2013,24,17,9,7,5,3,67,46,20,1022,1020,1015,31,15,10,23,14,42,0,1,,40,2,6,2013
03-06-2013,27,18,9,7,4,2,71,44,19,1021,1018,1015,31,31,31,19,11,40,0,,,23,3,6,2013
04-06-2013,29,19,9,8,5,0,72,39,8,1016,1014,1007,31,31,31,16,8,40,0,,,270,4,6,2013
05-06-2013,31,21,12,9,6,2,67,38,14,1015,1013,1008,31,13,10,47,8,,0,1,,30,5,6,2013
06-06-2013,26,21,15,14,9,5,88,49,18,1016,1015,1011,31,12,2,37,13,52,0,1,Rain,210,6,6,2013
07-06-2013,21,18,14,11,8,4,77,54,30,1017,1016,1014,31,11,10,29,14,52,0,3,Rain,211,7,6,2013
08-06-2013,21,16,10,8,6,3,77,55,23,1016,1015,1012,31,12,10,32,18,50,0,3,Rain,226,8,6,2013
09-06-2013,23,17,11,14,9,6,94,63,41,1017,1014,1013,31,11,6,27,16,50,1.02,3,Rain,250,9,6,2013
10-06-2013,26,18,11,14,11,7,100,67,28,1019,1018,1016,31,11,8,23,8,40,0,1,,194,10,6,2013
11-06-2013,30,21,12,12,11,9,88,51,18,1021,1020,1015,31,13,10,19,6,37,0,2,,217,11,6,2013
12-06-2013,33,23,14,13,11,9,77,44,14,1023,1021,1014,31,16,6,14,5,34,0,1,,263,12,6,2013
13-06-2013,34,25,16,14,11,7,73,40,12,1020,1018,1011,31,15,10,32,11,47,0,1,,233,13,6,2013
14-06-2013,34,25,16,15,10,1,83,40,11,1018,1016,1010,31,15,10,32,11,58,0,1,,250,14,6,2013
15-06-2013,34,24,14,8,4,-2,55,26,4,1018,1016,1009,31,31,31,23,10,39,0,,,263,15,6,2013
16-06-2013,35,24,14,8,4,-1,59,28,5,1016,1013,1005,31,30,29,32,10,47,0,,,250,16,6,2013
17-06-2013,25,21,17,12,6,0,60,36,13,1013,1010,1007,31,13,10,32,16,58,0,2,,210,17,6,2013
18-06-2013,22,16,11,7,4,1,67,45,25,1013,1011,1009,31,13,10,29,16,50,0,3,,225,18,6,2013
19-06-2013,21,15,9,7,6,4,76,53,28,1018,1015,1013,31,12,10,24,10,29,0,3,,12,19,6,2013
20-06-2013,28,19,9,9,7,3,87,48,14,1019,1017,1013,31,11,10,16,6,32,0,2,,320,20,6,2013
21-06-2013,29,21,14,12,7,3,55,39,14,1021,1018,1014,31,13,10,23,6,39,0,1,Thunderstorm,3,21,6,2013
22-06-2013,32,22,12,12,9,6,88,47,11,1024,1022,1015,31,20,10,10,5,,0,1,,346,22,6,2013
23-06-2013,33,24,16,11,7,-3,68,36,6,1023,1020,1016,31,28,23,29,8,,0,,,359,23,6,2013
24-06-2013,32,21,10,7,-1,-9,62,29,4,1025,1023,1015,31,31,31,19,13,,0,,,36,24,6,2013
25-06-2013,33,23,14,7,-1,-6,38,20,4,1024,1022,1015,31,28,23,19,10,37,0,,,16,25,6,2013
26-06-2013,33,24,16,8,4,-1,45,28,6,1024,1022,1014,31,31,31,19,13,,0,,,10,26,6,2013
27-06-2013,33,24,17,9,7,4,52,32,11,1024,1021,1014,31,13,10,21,8,37,0,1,,53,27,6,2013
28-06-2013,32,23,14,6,2,-2,36,24,5,1024,1023,1017,31,28,23,24,11,45,0,,,23,28,6,2013
29-06-2013,33,24,16,8,7,3,55,33,8,1027,1024,1016,31,31,31,24,13,42,0,,,42,29,6,2013
30-06-2013,35,26,16,8,5,1,48,28,11,1024,1021,1016,31,17,10,16,8,,0,1,,336,30,6,2013
01-07-2013,35,26,17,9,6,4,46,28,11,1018,1016,1009,31,14,10,35,8,58,0,1,,68,1,7,2013
02-07-2013,34,27,20,12,9,3,56,34,8,1018,1016,1010,31,14,10,21,10,53,0,1,,206,2,7,2013
03-07-2013,36,26,17,12,8,3,52,30,8,1020,1018,1013,31,17,10,24,6,,0,1,,3,3,7,2013
04-07-2013,37,28,20,15,11,5,64,36,8,1023,1021,1013,31,31,31,21,13,45,0,,,32,4,7,2013
05-07-2013,38,29,19,10,7,4,36,24,7,1024,1022,1014,31,17,10,23,11,42,0,1,,109,5,7,2013
06-07-2013,37,29,21,11,8,7,44,27,9,1025,1022,1014,31,31,31,11,6,55,0,,,135,6,7,2013
07-07-2013,38,29,19,10,7,3,46,25,6,1024,1021,1013,31,31,31,13,8,,0,,,139,7,7,2013
08-07-2013,38,28,19,10,6,3,46,24,7,1022,1020,1015,31,26,18,14,8,,0,,,18,8,7,2013
09-07-2013,37,28,20,12,9,5,46,30,11,1020,1017,1009,31,14,10,29,8,34,0.51,2,Rain-Thunderstorm,109,9,7,2013
10-07-2013,36,27,18,12,9,1,64,34,6,1018,1014,1006,31,19,10,45,11,71,0,3,,131,10,7,2013
11-07-2013,36,28,19,11,9,3,60,30,7,1015,1012,1006,31,22,10,16,8,34,0,1,,352,11,7,2013
12-07-2013,37,29,21,14,8,-1,57,27,5,1016,1013,1007,31,27,10,35,10,50,0,1,,145,12,7,2013
13-07-2013,35,27,18,11,4,-3,49,22,4,1018,1015,1010,31,29,18,35,13,47,0,,,201,13,7,2013
14-07-2013,34,27,19,12,7,1,56,28,6,1019,1016,1011,31,21,10,40,13,55,0,1,,284,14,7,2013
15-07-2013,34,27,18,12,9,4,60,32,8,1022,1019,1013,31,22,10,35,10,40,0,1,,90,15,7,2013
16-07-2013,35,27,19,13,9,1,60,32,6,1022,1019,1013,31,22,10,29,10,45,0,1,,290,16,7,2013
17-07-2013,36,27,19,14,10,1,64,35,5,1022,1019,1013,31,19,10,35,11,40,0,1,,350,17,7,2013
18-07-2013,35,27,18,13,10,4,64,38,12,1021,1019,1012,31,14,10,26,11,40,0,1,,331,18,7,2013
19-07-2013,36,27,18,13,9,2,60,33,6,1018,1016,1008,31,14,10,21,10,55,0,2,,288,19,7,2013
20-07-2013,36,28,19,13,9,3,57,31,8,1016,1014,1007,31,12,10,21,8,45,0,1,,151,20,7,2013
21-07-2013,33,27,21,15,11,8,64,40,16,1019,1017,1013,31,12,10,40,10,47,0,2,Thunderstorm,38,21,7,2013
22-07-2013,34,24,15,13,11,7,82,45,11,1020,1017,1009,31,13,10,23,6,35,0,2,,226,22,7,2013
23-07-2013,34,27,19,12,9,3,56,31,8,1017,1015,1009,31,15,10,24,10,47,0,1,,233,23,7,2013
24-07-2013,36,27,18,8,6,2,49,27,6,1019,1017,1010,31,30,27,23,8,40,0,,,265,24,7,2013
25-07-2013,37,27,17,10,8,5,49,27,11,1018,1016,1011,31,17,10,26,10,61,0,1,,239,25,7,2013
26-07-2013,35,27,19,12,8,1,56,30,6,1015,1013,1005,31,14,10,35,10,47,0,1,,194,26,7,2013
27-07-2013,25,22,19,12,8,5,53,39,20,1014,1012,1008,31,13,10,29,11,53,0,3,Rain,206,27,7,2013
28-07-2013,27,22,18,9,7,0,52,37,10,1021,1016,1012,31,12,10,32,16,50,0,2,,231,28,7,2013
29-07-2013,30,21,11,9,6,-1,77,40,7,1025,1023,1019,31,16,10,14,5,42,0,1,,239,29,7,2013
30-07-2013,35,24,13,5,3,-1,51,26,5,1026,1024,1016,31,31,31,14,6,,0,,,36,30,7,2013
31-07-2013,38,28,17,10,5,1,43,24,6,1022,1019,1009,31,31,31,23,10,52,0,,,109,31,7,2013
01-08-2013,39,28,18,8,6,4,43,24,7,1017,1015,1010,31,29,27,23,11,40,0,,,196,1,8,2013
02-08-2013,35,28,22,10,9,5,43,27,10,1018,1015,1010,31,26,18,29,16,55,0,,,199,2,8,2013
03-08-2013,34,26,17,8,4,-4,43,24,4,1020,1018,1012,31,31,31,27,11,61,0,,,270,3,8,2013
04-08-2013,36,24,14,5,1,-4,42,21,4,1022,1019,1012,31,31,31,16,6,45,0,,,319,4,8,2013
05-08-2013,36,26,15,9,3,-2,45,23,4,1018,1016,1009,31,31,31,24,10,45,0,,,257,5,8,2013
06-08-2013,33,25,17,10,6,0,42,26,7,1016,1015,1008,31,31,31,34,11,55,0,,,232,6,8,2013
07-08-2013,31,25,19,13,8,5,64,34,13,1015,1012,1007,31,14,10,29,10,48,0,2,Rain,271,7,8,2013
08-08-2013,31,23,16,10,7,2,63,37,15,1024,1020,1015,31,20,10,16,8,32,0,1,,41,8,8,2013
09-08-2013,34,24,14,9,7,5,63,37,13,1026,1024,1021,31,31,31,21,10,24,0,,,20,9,8,2013
10-08-2013,37,27,17,10,7,1,49,27,9,1023,1021,1013,31,31,31,14,8,32,0,,,340,10,8,2013
11-08-2013,38,28,18,9,5,-1,33,21,6,1021,1018,1009,31,31,31,16,8,37,0,,,308,11,8,2013
12-08-2013,37,29,21,15,8,5,57,29,9,1017,1015,1008,31,12,10,27,8,35,1.02,2,Rain,34,12,8,2013
13-08-2013,35,28,20,13,10,5,56,35,8,1019,1016,1010,31,18,10,23,10,35,0,2,,25,13,8,2013
14-08-2013,36,28,20,13,10,6,60,34,9,1020,1018,1011,31,15,10,13,8,40,0,1,,122,14,8,2013
15-08-2013,36,28,20,14,11,8,53,34,17,1020,1018,1014,31,12,10,16,10,,0,3,,332,15,8,2013
16-08-2013,37,29,21,13,9,-2,57,31,4,1019,1017,1010,31,16,10,34,10,58,0,1,Thunderstorm,174,16,8,2013
17-08-2013,36,27,18,14,9,4,64,35,9,1020,1017,1010,31,15,10,16,8,40,0,2,,25,17,8,2013
18-08-2013,36,28,19,16,11,4,64,36,8,1020,1017,1011,31,20,10,16,6,35,0,1,,163,18,8,2013
19-08-2013,37,28,18,12,8,6,46,28,8,1021,1019,1012,31,15,10,23,8,66,0,1,,327,19,8,2013
20-08-2013,37,29,20,15,11,4,64,36,9,1023,1020,1012,31,31,31,16,10,37,0,,,24,20,8,2013
21-08-2013,38,29,20,15,8,0,48,26,7,1021,1019,1010,31,31,31,21,6,39,0,,,221,21,8,2013
22-08-2013,36,27,18,10,5,1,43,24,6,1017,1015,1008,31,25,14,27,8,52,0,,,215,22,8,2013
23-08-2013,36,26,16,9,2,-1,38,22,5,1016,1014,1008,31,27,23,11,6,34,0,,,6,23,8,2013
24-08-2013,34,26,18,16,10,0,60,37,14,1017,1015,1011,27,12,10,24,6,47,0,1,,25,24,8,2013
25-08-2013,33,24,17,14,8,1,59,38,7,1017,1014,1005,31,14,10,23,14,42,0,1,,6,25,8,2013
26-08-2013,32,24,17,14,10,5,64,41,13,1012,1011,1005,31,12,10,21,13,39,0,1,,24,26,8,2013
27-08-2013,32,24,17,14,10,3,63,39,12,1016,1013,1008,31,15,10,35,10,37,0,2,,2,27,8,2013
28-08-2013,29,23,18,16,10,6,88,46,22,1019,1015,1011,31,15,5,63,14,84,6.1,3,Rain-Thunderstorm,31,28,8,2013
29-08-2013,28,22,16,13,10,7,68,51,21,1021,1019,1016,31,12,10,26,10,,0,2,Rain-Thunderstorm,55,29,8,2013
30-08-2013,30,22,14,13,9,4,72,46,13,1022,1021,1015,31,13,10,23,6,,0,2,,21,30,8,2013
31-08-2013,31,22,14,12,8,1,72,43,8,1024,1022,1016,31,13,10,16,6,35,0,1,,160,31,8,2013
01-09-2013,32,24,16,11,7,1,59,35,8,1024,1022,1016,31,15,10,16,10,35,0,1,,35,1,9,2013
02-09-2013,32,24,17,10,7,2,59,33,8,1025,1023,1017,31,31,31,14,6,27,0,,,21,2,9,2013
03-09-2013,34,24,15,10,6,3,46,31,9,1025,1022,1015,31,19,10,14,6,29,0,1,,150,3,9,2013
04-09-2013,33,24,16,9,6,2,49,31,11,1023,1020,1012,31,31,31,14,6,37,0,,,124,4,9,2013
05-09-2013,30,23,17,13,10,4,73,45,12,1018,1015,1008,31,13,10,21,10,37,0,1,Thunderstorm,141,5,9,2013
06-09-2013,29,23,18,13,11,8,68,46,22,1015,1013,1010,31,13,10,26,8,47,0,2,,233,6,9,2013
07-09-2013,27,21,15,17,10,6,78,50,19,1017,1015,1011,31,11,10,27,10,61,0,2,Rain-Thunderstorm,298,7,9,2013
08-09-2013,28,21,14,15,11,4,94,60,14,1023,1020,1016,31,11,10,21,6,40,0,1,Rain,272,8,9,2013
09-09-2013,30,21,12,11,5,-3,77,42,7,1026,1023,1018,31,31,31,16,6,29,0,,,352,9,9,2013
10-09-2013,31,22,13,11,7,3,63,38,11,1023,1020,1013,31,16,10,16,8,27,0,1,,12,10,9,2013
11-09-2013,26,19,13,12,9,5,82,54,20,1023,1020,1015,31,12,9,21,14,40,2.03,3,Rain-Thunderstorm,19,11,9,2013
12-09-2013,28,19,11,12,7,3,72,46,13,1023,1021,1016,31,24,10,16,10,,0,1,,348,12,9,2013
13-09-2013,30,21,13,13,7,2,67,42,11,1024,1022,1017,31,19,10,13,8,24,0,1,,312,13,9,2013
14-09-2013,31,22,13,12,7,3,63,40,11,1022,1020,1013,31,20,10,132,8,27,0,1,,272,14,9,2013
15-09-2013,31,22,13,10,7,5,59,38,18,1018,1016,1013,31,31,31,21,6,32,0,,,347,15,9,2013
16-09-2013,32,22,12,6,4,2,58,32,10,1017,1015,1008,31,29,26,19,6,27,0,,,322,16,9,2013
17-09-2013,31,22,13,10,6,4,59,37,15,1016,1014,1010,31,31,31,23,5,,0,,,9,17,9,2013
18-09-2013,30,21,13,8,7,1,63,38,9,1017,1016,1011,31,18,10,19,8,,0,1,,2,18,9,2013
19-09-2013,30,22,15,10,7,2,63,38,12,1019,1017,1013,31,31,31,26,8,32,0,,,14,19,9,2013
20-09-2013,31,22,13,10,8,5,72,41,14,1021,1020,1015,31,31,31,14,10,34,0,,,12,20,9,2013
21-09-2013,31,24,17,10,8,2,59,38,10,1024,1022,1017,31,31,31,14,8,34,0,,,22,21,9,2013
22-09-2013,32,22,13,13,7,2,55,37,16,1025,1023,1017,31,14,10,13,8,39,0,1,,309,22,9,2013
23-09-2013,32,23,14,13,9,6,63,42,15,1022,1020,1013,31,15,10,13,6,39,0,1,,260,23,9,2013
24-09-2013,32,23,14,11,8,7,63,40,17,1019,1016,1011,31,31,31,14,6,37,0,,,266,24,9,2013
25-09-2013,31,22,14,12,9,8,63,42,19,1016,1014,1009,31,15,10,19,6,53,0,1,,280,25,9,2013
26-09-2013,31,22,14,11,9,8,72,44,21,1017,1015,1009,31,15,10,19,5,37,0,1,,346,26,9,2013
27-09-2013,27,23,18,12,11,9,60,45,29,1015,1013,1007,31,12,10,35,11,58,0,2,Rain,175,27,9,2013
28-09-2013,23,20,17,16,13,10,94,68,46,1010,1009,1007,31,9,2,52,19,60,9.91,5,Rain,199,28,9,2013
29-09-2013,22,19,15,15,14,13,94,75,50,1013,1011,1008,31,12,10,37,21,53,0,4,,233,29,9,2013
30-09-2013,22,19,17,19,16,13,100,81,62,1013,1011,1009,31,11,10,21,14,48,0.51,5,Rain,202,30,9,2013
01-10-2013,24,22,19,19,16,12,100,74,42,1014,1013,1010,31,11,6,37,16,69,0.25,4,Rain,217,1,10,2013
02-10-2013,26,21,15,16,15,14,94,72,45,1014,1013,1008,31,11,10,11,5,32,0,2,,152,2,10,2013
03-10-2013,25,21,18,18,16,14,100,73,43,1016,1013,1008,31,11,10,19,8,47,0,4,Rain,217,3,10,2013
04-10-2013,24,21,17,18,14,8,100,74,36,1021,1017,1013,31,11,2,27,10,50,2.03,3,Rain-Thunderstorm,230,4,10,2013
05-10-2013,25,18,11,12,9,5,100,63,29,1025,1023,1021,31,13,10,11,3,,0,1,,359,5,10,2013
06-10-2013,24,18,11,10,8,5,82,53,23,1026,1024,1020,31,13,10,16,10,,0,2,,18,6,10,2013
07-10-2013,25,18,10,8,6,3,82,52,22,1023,1022,1019,31,31,31,21,10,,0,,,352,7,10,2013
08-10-2013,26,17,8,12,8,5,94,59,24,1024,1022,1019,31,17,10,13,5,24,0,2,,336,8,10,2013
09-10-2013,26,18,10,12,8,4,76,54,24,1024,1021,1016,31,12,10,13,6,,0,2,,344,9,10,2013
10-10-2013,26,18,9,11,7,0,93,57,17,1020,1017,1012,31,31,31,19,5,45,0,,,319,10,10,2013
11-10-2013,24,17,9,7,6,3,82,52,19,1016,1014,1010,31,19,10,21,6,45,0,1,,330,11,10,2013
12-10-2013,22,14,7,6,4,1,81,49,22,1019,1017,1015,31,31,31,19,8,45,0,,,314,12,10,2013
13-10-2013,19,13,6,9,7,4,87,67,45,1023,1021,1018,31,13,10,14,6,40,0,5,,240,13,10,2013
14-10-2013,23,15,7,11,9,7,100,69,39,1023,1021,1019,31,13,10,16,6,40,0,1,,239,14,10,2013
15-10-2013,23,17,10,12,11,9,100,71,44,1023,1021,1019,31,12,10,21,8,53,0,2,Rain,201,15,10,2013
16-10-2013,25,18,10,14,12,10,100,74,43,1024,1023,1019,31,10,5,11,5,35,0,3,Fog,137,16,10,2013
17-10-2013,27,19,11,12,11,9,100,66,31,1023,1020,1014,31,29,26,13,5,26,0,,,340,17,10,2013
18-10-2013,27,18,10,12,8,5,94,59,18,1017,1016,1012,31,31,31,23,6,58,0,,,319,18,10,2013
19-10-2013,23,18,13,16,11,7,100,66,42,1019,1017,1015,31,11,5,23,6,50,0,3,Rain-Thunderstorm,188,19,10,2013
20-10-2013,21,18,14,16,12,8,100,76,43,1021,1019,1017,31,11,6,26,8,53,0,3,Rain,232,20,10,2013
21-10-2013,22,16,9,11,9,8,100,72,43,1021,1018,1013,31,13,10,16,6,35,0,2,,190,21,10,2013
22-10-2013,16,13,11,15,12,8,100,84,60,1014,1012,1010,31,10,5,23,10,50,4.06,5,Rain,170,22,10,2013
23-10-2013,21,17,13,14,12,10,100,81,52,1019,1016,1013,31,11,6,24,11,48,0,5,,194,23,10,2013
24-10-2013,21,16,12,16,14,12,100,88,68,1018,1016,1011,31,10,3,32,8,55,1.02,5,Rain,161,24,10,2013
25-10-2013,18,16,14,16,16,14,100,97,83,1016,1014,1013,31,9,4,21,10,37,6.1,4,Rain,156,25,10,2013
26-10-2013,20,17,14,15,13,10,100,83,52,1023,1019,1016,31,10,6,16,6,39,0.25,3,Rain,191,26,10,2013
27-10-2013,21,14,8,12,11,8,100,79,46,1027,1025,1023,31,13,10,14,5,26,0,1,,209,27,10,2013
28-10-2013,21,14,8,12,10,7,100,75,46,1023,1020,1016,31,23,19,21,8,47,0,8,,287,28,10,2013
29-10-2013,16,11,7,9,3,-1,81,58,28,1024,1021,1019,31,14,10,29,10,,0,2,,13,29,10,2013
30-10-2013,17,10,4,3,2,1,87,60,31,1026,1023,1021,31,14,10,21,6,,0,1,,11,30,10,2013
31-10-2013,19,10,1,3,1,-3,100,62,14,1026,1024,1022,31,31,31,8,3,,0,,,23,31,10,2013
01-11-2013,18,10,3,5,3,0,93,62,28,1027,1024,1022,31,29,26,14,5,39,0,,,232,1,11,2013
02-11-2013,19,12,6,11,8,5,100,76,47,1023,1021,1018,31,23,16,16,6,48,0,,,216,2,11,2013
03-11-2013,17,12,8,11,10,8,100,88,59,1022,1020,1019,31,7,0,14,5,40,0,5,Fog,180,3,11,2013
04-11-2013,16,12,9,12,10,7,100,82,67,1020,1015,1013,31,11,10,35,14,53,0,4,,211,4,11,2013
05-11-2013,23,18,14,13,11,10,94,61,43,1022,1018,1014,31,12,10,37,23,55,0,2,,266,5,11,2013
06-11-2013,22,16,9,12,11,8,100,78,44,1024,1022,1019,31,13,10,11,5,32,0,3,,179,6,11,2013
07-11-2013,17,14,11,12,11,8,100,84,59,1022,1021,1019,31,9,0,14,8,29,0,6,Fog,246,7,11,2013
08-11-2013,16,12,8,12,9,4,100,81,51,1022,1020,1019,31,11,9,24,8,45,0,4,,198,8,11,2013
09-11-2013,16,11,6,6,3,-4,87,57,27,1027,1024,1022,31,13,10,26,8,40,0,3,,260,9,11,2013
10-11-2013,19,13,7,7,6,4,93,66,35,1029,1027,1026,31,13,10,13,5,,0,1,,131,10,11,2013
11-11-2013,21,13,6,9,6,4,93,65,33,1029,1026,1024,31,31,31,24,6,,0,,,2,11,11,2013
12-11-2013,22,14,7,9,8,5,93,65,34,1026,1023,1019,31,29,10,19,6,,0,1,,15,12,11,2013
13-11-2013,19,15,11,8,7,5,77,58,32,1025,1022,1020,31,18,10,24,16,48,0,1,,38,13,11,2013
14-11-2013,18,12,6,6,2,-1,76,52,18,1029,1027,1024,31,31,31,34,11,35,0,,,38,14,11,2013
15-11-2013,13,8,4,2,-1,-4,75,48,23,1029,1022,1018,31,18,10,42,18,61,0,2,,1,15,11,2013
16-11-2013,8,4,2,3,1,-3,100,76,40,1021,1019,1017,31,17,6,23,6,,2.03,5,Rain,22,16,11,2013
17-11-2013,7,4,2,7,5,3,100,94,85,1020,1015,1012,31,11,3,13,5,32,9.91,6,Fog-Rain,138,17,11,2013
18-11-2013,12,7,3,7,4,2,100,82,51,1014,1009,1006,31,14,6,27,8,27,0.25,4,Rain,171,18,11,2013
19-11-2013,14,8,2,5,3,-2,100,65,39,1019,1012,1009,31,17,10,34,11,40,0,2,,344,19,11,2013
20-11-2013,11,7,2,-1,-2,-5,75,52,26,1022,1019,1017,31,21,10,35,18,,0,2,,356,20,11,2013
21-11-2013,12,4,-3,1,-2,-3,100,63,29,1020,1012,1008,31,26,10,29,10,48,0,1,,254,21,11,2013
22-11-2013,12,8,3,1,-1,-4,81,54,22,1015,1011,1008,31,16,5,27,14,,0,2,,335,22,11,2013
23-11-2013,11,6,0,-1,-3,-4,75,52,26,1018,1015,1013,31,22,10,29,11,,0,1,,3,23,11,2013
24-11-2013,12,7,1,0,-2,-3,75,55,27,1022,1017,1015,31,25,10,32,16,,0,1,,360,24,11,2013
25-11-2013,15,7,-1,-2,-3,-7,80,50,13,1026,1022,1020,31,31,31,21,10,,0,,,16,25,11,2013
26-11-2013,12,4,-3,-2,-6,-8,86,50,15,1028,1024,1022,31,30,19,34,10,52,0,,,13,26,11,2013
27-11-2013,12,6,-1,-4,-6,-8,75,45,14,1028,1024,1020,31,23,10,26,11,47,0,1,,28,27,11,2013
28-11-2013,10,6,1,0,-2,-6,100,63,32,1032,1027,1025,31,15,5,21,13,,0,4,Rain-Snow,7,28,11,2013
29-11-2013,11,3,-5,-2,-4,-6,100,66,24,1032,1028,1025,31,29,19,11,5,,0,,,338,29,11,2013
30-11-2013,10,3,-4,2,-2,-5,100,72,41,1030,1022,1016,31,20,10,40,10,45,0,2,,354,30,11,2013
01-12-2013,13,6,-1,-2,-5,-7,70,46,18,1023,1019,1017,31,23,10,23,8,,0,1,,24,1,12,2013
02-12-2013,11,3,-5,-3,-6,-8,86,58,19,1027,1021,1019,31,30,18,14,6,27,0,,,342,2,12,2013
03-12-2013,15,6,-3,0,-2,-5,86,62,24,1030,1026,1024,31,26,10,11,5,24,0,1,,341,3,12,2013
04-12-2013,17,8,-2,3,0,-3,100,73,26,1032,1028,1026,31,29,19,10,5,,0,,,345,4,12,2013
05-12-2013,16,7,-3,1,-1,-3,100,70,22,1033,1028,1026,31,26,14,11,5,,0,,,345,5,12,2013
06-12-2013,15,6,-3,-1,-3,-5,100,62,18,1032,1027,1024,31,28,19,13,6,,0,,,347,6,12,2013
